id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3112162,Praia da Barra in Front of the Sea,15785657,Alexandre,"Rio, Rio de Janeiro, Brazil",-23.01141,-43.33312,Entire home/apt,$571.00,2,57,2020-11-09,0.79,2,0
3112310,Joá --- 25---pessoas--,149407,Ricardo,,-22.99894,-43.27433,Entire home/apt,"$5,176.00",1,0,,,7,363
3112860,Ap da Bené - Aconchegante - Familiar - Seguro,15817591,Jose Carlos,"Rio de Janeiro, Brazil",-22.96527,-43.18826,Entire home/apt,$192.00,3,0,,,1,176
3114116,"Adorável, fofo e ao lado do Shopping",11647707,Rose,"Rio de Janeiro, Brazil",-22.94792,-43.18338,Entire home/apt,$300.00,5,17,2020-11-05,0.21,4,324
3114202,"AMAZED VISUAL  EXCELENTE LOCALIZAÇAO, ACONCHEGANTE",15824155,Catarina,"Rio de Janeiro, Brazil",-22.92427,-43.174890000000005,Entire home/apt,$450.00,5,11,2020-02-27,0.15,1,220
3114294,,15824679,All,,-22.95945,-43.33508,Entire home/apt,"$2,070.00",1,0,,,1,365
3114398,1 quarto carnaval perto Metrô Lapa Santa Teresa,15825123,Karen,"Rio, Rio de Janeiro, Brazil",-22.92031,-43.17804,Private room,$200.00,4,0,,,1,90
3115160,Stylish Copacabana Flat fullservice,15828819,Carolina,"Rio de Janeiro, Brazil",-22.96485,-43.19011,Entire home/apt,$357.00,3,3,2020-03-02,0.06,2,38
3115460,Brisa de Copacabana - Cozy Studio,15830260,Felipe,"Rio de Janeiro, Brazil",-22.96588,-43.17452,Entire home/apt,$298.00,3,91,2020-03-23,1.15,1,26
3116092,Quarto no centro do Rio  Lapa /Santa Teresa/centro,15833580,Fernanda,,-22.9147,-43.18213,Private room,$300.00,3,13,2019-09-30,0.17,3,358
3119720,apartment in Copacabana,15849408,Marcelo,,-22.96169,-43.175259999999994,Entire home/apt,$171.00,1,27,2020-12-18,0.51,3,307
3121061,Rent room close to Maracanã,15355146,Elaine,"Rio de Janeiro, Brazil",-22.9162,-43.21647,Private room,$300.00,3,0,,,1,0
3122108,Rent a residential quarter,10828247,Romulo,,-22.9676,-43.18873,Private room,"$1,000.00",10,0,,,1,365
3122950,Gorgeous Penthouse Copacabana,11070008,Joana,"Rio, Rio de Janeiro, Brazil",-22.967779999999998,-43.1858,Entire home/apt,"$1,707.00",3,82,2020-12-13,1.13,11,335
3123121,Cozy 2BD in Copacabana New Year!,15826347,Ronaldo,,-22.96429,-43.17758,Entire home/apt,"$1,398.00",6,0,,,1,0
3123252,Aconchegante studio bem localizado em Copacabana,15025261,Eliana,"Rio, Rio de Janeiro, Brazil",-22.96903,-43.18269,Entire home/apt,$361.00,2,6,2020-12-07,0.08,4,349
3123306,comunidade artística do vidigal,15864313,José Mario,"Rio, Rio de Janeiro, Brazil",-22.99484,-43.239470000000004,Entire home/apt,$800.00,10,0,,,1,0
3123868,4 bedrooms in Ipanema,3108573,Ana,,-22.985689999999998,-43.19869,Entire home/apt,"$1,700.00",5,9,2020-02-26,0.14,1,365
3123990,Apartamento para copa do mundo,15867855,Marcos Cesar,,-22.927989999999998,-43.24177,Entire home/apt,$400.00,1,0,,,1,0
3124781,3 bedrooms Copacabana - Apartamento,13354377,Eduardo,,-22.96496,-43.17901,Entire home/apt,$894.00,1,3,2020-02-25,0.08,3,364
3128739,,15634855,Teresa,,-22.987679999999997,-43.35074,Entire home/apt,$800.00,1,0,,,1,0
3128984,Apartamento no Coração do Leblon,15868226,Ione Simonetti,"Rio, Rio de Janeiro, Brazil",-22.982670000000002,-43.2194,Entire home/apt,$393.00,2,0,,,1,52
3129203,Ipanema Flat 4 pax Amazing view,10210365,Lucilene,"Rio, Rio de Janeiro, Brazil",-22.983520000000002,-43.2012,Private room,$389.00,4,4,2014-11-06,0.05,1,3
3130301,Gávea Moderno - 1 suíte,15673599,Claudia,,-22.977529999999998,-43.23169,Entire home/apt,$440.00,2,0,,,1,72
3130466,#Copacabana Rooftop Lounge - 2 blocks to beach,6005451,Tereza,"Rio, Rio de Janeiro, Brazil",-22.963639999999998,-43.17662,Entire home/apt,$329.00,7,55,2020-11-30,0.78,5,58
3130817,Amazin 2 Floors Apt with Ocean View,12447140,Mariana,"Rio de Janeiro, Brazil",-22.99201,-43.236740000000005,Entire home/apt,$273.00,2,7,2020-09-08,0.29,1,359
3131000,"""AFRO HOUSE"" IN THE HEART OF CATETE RIO DE JANEIRO",15898907,Giorgio,,-22.92574,-43.179990000000004,Entire home/apt,$231.00,2,21,2020-02-17,0.6,1,0
3131060,APARTAMENTO TOP frente Mar no posto 4 praia Barra,15900036,Assunção De Fatima,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.011670000000002,-43.3255,Entire home/apt,"$1,065.00",1,5,2020-08-30,0.28,24,365
3131858,IPANEMA FLAT,15774635,Rosemary,,-22.98528,-43.19598,Entire home/apt,$471.00,5,3,2019-07-27,0.14,4,355
3132278,Beautiful House in an Island in Rio de Janeiro,2364415,Joelzito,,-22.999470000000002,-43.31217,Entire home/apt,$550.00,7,6,2020-11-07,0.11,1,350
3132722,,15907658,Francisco,,-22.854429999999997,-43.53583,Entire home/apt,"$8,000.00",30,0,,,1,0
3132777,FIFA World Cup/Rio 2016 Games,15906263,Andrea,,-22.923270000000002,-43.21881,Private room,"$1,553.00",1,0,,,1,365
3132862,Apartamento Nsa de Copacabana CARNAVAL 2019 Rio,15908388,Diego,,-22.97329,-43.187909999999995,Entire home/apt,$358.00,3,1,2018-11-24,0.04,1,358
3135625,Penthouse Studio,588596,Fabiana,"Rio, Rio de Janeiro, Brazil",-23.02231,-43.47567,Entire home/apt,"$1,294.00",7,0,,,1,0
3136235,Apartamento próximo à Praia do Pepê,15924343,Sylvio,"Rio, Rio de Janeiro, Brazil",-23.01053,-43.311640000000004,Entire home/apt,"$1,000.00",3,31,2020-10-12,0.41,1,322
3136456,"Botanic Garden Flat, Jesus Christ statue view",15925361,Eduardo,,-22.9649,-43.21968,Entire home/apt,$408.00,2,12,2020-12-05,0.26,2,0
3138102,,15932939,Pablo,,-22.92771,-43.23809,Private room,$466.00,1,0,,,1,0
3138241,Conjugado na linda Copacabana,15934298,Eloyana,"Copacabana, Rio de Janeiro, Brazil",-22.96416,-43.17954,Entire home/apt,$294.00,3,8,2018-01-03,0.1,2,0
3138327,Cobertura na praia / Penthouse at the beach,15934722,Marcelo,"Rio de Janeiro, Brazil",-23.03289,-43.48507,Entire home/apt,$471.00,3,6,2019-12-27,0.1,1,40
3139146,,4622764,Patricia,,-23.01264,-43.46373,Private room,$500.00,1,0,,,1,0
3139486,"100 M BEACH, NEW, GOOD LOCATION",15940648,Vanessa,"Rio de Janeiro, Brazil",-22.9813,-43.190459999999995,Entire home/apt,"$1,553.00",5,0,,,1,365
3142672,"Quarto c/ banheiro privativo, com tela mosquiteira",15956200,Elena,"Rio de Janeiro, Brazil",-22.95279,-43.18728,Private room,$310.00,3,39,2020-01-23,0.55,2,89
3142680,Apto  inteiro em bairro aprazível com vista,15956200,Elena,"Rio de Janeiro, Brazil",-22.941979999999997,-43.19102,Entire home/apt,$191.00,7,0,,,2,354
3144266,"Ipanema, cozy room",12728350,Iago,,-22.98191,-43.199870000000004,Private room,$776.00,1,0,,,1,0
3144441,Apartament in the Green # 3,11245925,Hugo,"Rio de Janeiro, Brazil",-22.96696,-43.23426,Private room,$150.00,9,0,,,3,256
3144486,Rent a tropical room/house in Rio,9235956,Lucia,"Rio, Rio de Janeiro, Brazil",-22.98116,-43.30408,Private room,$140.00,2,12,2020-11-02,0.2,4,358
3144640,Apartamento Maracanã,15965062,Roberta,"Rio de Janeiro, Brazil",-22.91699,-43.23081,Entire home/apt,$400.00,2,0,,,1,363
3145094,Studio com garagem exclusiva,15963144,Sonia,,-22.98412,-43.24058,Entire home/apt,$164.00,4,7,2019-10-20,0.11,1,356
3145762,Excelent Flat in Copacabana,15970148,Hugo,,-22.96312,-43.17487,Entire home/apt,$786.00,2,30,2020-12-13,0.56,1,0
3146011,BELLTEMPORADA 999849684 La RESERVE BARRA,15971503,Bell,"Rio de Janeiro, Brazil",-23.01066,-43.35405,Entire home/apt,$629.00,3,3,2020-10-14,0.2,6,172
3146021,Barra Royal   Plaza belltemporada 21999849684,15971503,Bell,"Rio de Janeiro, Brazil",-23.01055,-43.35179,Entire home/apt,$600.00,3,13,2020-11-27,0.33,6,152
3146038,Central and safe 2 BR in Flamengo,13860299,Lilia,"Rio, Rio de Janeiro, Brazil",-22.94034,-43.17768,Entire home/apt,$264.00,30,66,2020-09-06,0.86,2,228
3146084,Cosy Studio nearby Corcovado,15971841,Lany,"Rio, Rio de Janeiro, Brazil",-22.93815,-43.19513,Entire home/apt,$143.00,1,21,2020-12-08,0.35,1,267
3146231,Apartamento para Aluguel World Cup,15972787,Frederico,,-22.915670000000002,-43.230909999999994,Entire home/apt,"$2,070.00",1,0,,,1,365
3146828,5 minutes to Maracanã stadium,15975692,José,"Rio, Rio de Janeiro, Brazil",-22.893179999999997,-43.21835,Entire home/apt,$500.00,7,0,,,1,365
3147066,"IpaChic! 2BD + View, Ipanema Beach",4399830,Bruno,"Ipanema, Rio, Rio de Janeiro, Brazil",-22.98252,-43.20062,Entire home/apt,$921.00,2,243,2020-12-17,3.04,1,339
3147285,Apartamento com toda infraestrutura,15977376,Giovanni,,-22.88245,-43.27924,Private room,$330.00,1,0,,,1,365
3149642,Aluguel de temporada com toda estrutura no Rio 2,15975189,Eloisa,"Rio, Rio de Janeiro, Brazil",-22.9684,-43.38681,Entire home/apt,$650.00,2,3,2020-01-03,0.2,2,365
3151895,Excelente Apto no Leblon!,15997185,Regina,"Rio, Rio de Janeiro, Brazil",-22.984189999999998,-43.225609999999996,Entire home/apt,$593.00,5,27,2020-10-19,0.34,1,328
3152757,Cidade Maravilhosa - Rio de Janeiro - Laranjeiras,16000441,Marcio,"Rio, Rio de Janeiro, Brazil",-22.93486,-43.181670000000004,Entire home/apt,$200.00,3,18,2020-03-03,0.34,1,171
3152861,"Ipanema, Arpoador, Copacabana/Rio",15999942,Luiz Paulo,"Rio, Rio de Janeiro, Brazil",-22.98651,-43.19178,Entire home/apt,$950.00,2,14,2019-10-08,0.18,2,179
3153144,Aluga-se apartamento para copa 2014,16001294,Flávia,,-22.89834,-43.23725,Entire home/apt,"$2,000.00",1,0,,,1,0
3153349,IPANEMA SUPERB - 2 blocks to beach,16002746,Haroldo,"Rio de Janeiro, Brazil",-22.98259,-43.21135,Entire home/apt,$776.00,3,6,2017-06-23,0.08,1,267
3155773,"Ipanema 3 Rooms, Best Location Ever!!!!",5422373,Carolina,"Rio de Janeiro, Brazil",-22.985020000000002,-43.209790000000005,Entire home/apt,$900.00,1,27,2020-11-03,0.34,2,56
3156045,Birdland,16014532,Gonzalo,"Rio de Janeiro, Brazil",-22.92085,-43.18685,Private room,$311.00,4,0,,,1,365
3156080,Beautiful Apartment in Copacabana,12850372,Karina,,-22.97808,-43.18902,Entire home/apt,$900.00,3,0,,,1,0
3156579,Apartamento em Copacabana 2 quartos,16017168,Elza,"Rio de Janeiro, Brazil",-22.96725,-43.18284,Entire home/apt,$514.00,7,1,2019-10-05,0.07,7,98
3156825,"Ben localizzato appartamento in Rio, Copacabana.",16018428,Renzo,"Rio, Rio de Janeiro, Brazil",-22.963520000000003,-43.1782,Entire home/apt,$393.00,5,4,2020-02-28,0.05,4,343
3156829,Birdland,1812795,Maria Elizabeth,"Rio, Rio de Janeiro, Brazil",-22.91885,-43.185390000000005,Private room,$311.00,4,0,,,1,365
3156909,"Conforto, qualidade por menor preço",14209759,Zenyd,,-22.96995,-43.391490000000005,Entire home/apt,$300.00,1,0,,,7,361
3156938,Seasonal Rental in Flamengo,16019082,Ivan,"Rio, Rio de Janeiro, Brazil",-22.92766,-43.1757,Entire home/apt,$130.00,3,8,2019-10-06,0.15,1,361
3157407,2 cozy rooms located in Copacabana,15976245,Nilma,"Rio, Rio de Janeiro, Brazil",-22.96803,-43.18881,Entire home/apt,$190.00,2,173,2020-03-16,2.2,1,137
3157645,Private and cozy room in Ipanema,16022634,Emanuele,"Rio de Janeiro, Brazil",-22.983710000000002,-43.19363,Private room,$800.00,10,0,,,2,365
3158073,COPACABANA : APART-HOTEL C/SERVIÇOS,13878786,Fabricio,"Rio de Janeiro, Brazil",-22.97458,-43.19316,Private room,$500.00,7,0,,,1,365
3160854,ALUGA-SE APTO BARRA DA TIJUCA,16037307,Edison,,-23.008960000000002,-43.34408,Entire home/apt,"$3,000.00",30,0,,,1,365
3161278,New Modern Apt @ Barra Beach!,3050767,Andrea,"Rio, Rio de Janeiro, Brazil",-23.01013,-43.32948,Entire home/apt,"$1,071.00",3,40,2020-12-17,0.55,1,266
3162011,ALEX RIO FLATS Studio Arpoador,16040532,Alex & Danielle,"Rio, Rio de Janeiro, Brazil",-22.98568,-43.192,Entire home/apt,$346.00,5,88,2020-12-10,1.41,4,66
3162169,ALEX RIO FLATS Copacabana BeachView,16040532,Alex & Danielle,"Rio, Rio de Janeiro, Brazil",-22.9775,-43.1878,Entire home/apt,$550.00,5,20,2020-10-29,0.29,4,0
3162369,ALEX RIO FLATS Posto 6 Balcony,16040532,Alex & Danielle,"Rio, Rio de Janeiro, Brazil",-22.98391,-43.1923,Entire home/apt,$289.00,5,34,2020-12-08,0.55,4,77
3162756,Vidigal a Casa do Calan,16044178,Kita,,-22.99061,-43.23789,Private room,$100.00,2,2,2020-05-25,0.04,4,365
3163095,"Amplo Estúdio em Copacabana, quadra da praia.",16045631,Tatiana,"Rio de Janeiro, Brazil",-22.96386,-43.17465,Entire home/apt,$264.00,5,35,2020-03-28,0.49,1,80
3163136,Charme e Descrição em Copacabana,16045336,Paulo Cesar,"Rio, Rio de Janeiro, Brazil",-22.97664,-43.18976,Entire home/apt,$300.00,2,12,2020-02-26,0.17,1,85
3164531,Apartamento CASA COR,16045253,Bruno,"Rio, Rio de Janeiro, Brazil",-22.97917,-43.2003,Entire home/apt,"$1,800.00",3,0,,,1,362
3165978,Chambres doubles proche du Maracana,16058494,Alessandra Et Claude,"Rio, État de Rio de Janeiro, Brazil",-22.93277,-43.24588,Entire home/apt,$946.00,1,0,,,1,365
3166312,"Casa Verde, Mountain Retreat",2345756,Stuart & Mauricio,"Rio, Rio de Janeiro, Brazil",-22.99021,-43.27446,Private room,"$5,694.00",5,0,,,3,358
3166639,Local Familiar Próximo de Tudo,16061800,Rodolfo,"Rio, Rio de Janeiro, Brazil",-22.96965,-43.18523,Entire home/apt,$207.00,3,84,2020-12-16,1.14,1,6
3166922,mes de junho e julho,16063106,Bruna,,-22.90757,-43.687740000000005,Entire home/apt,"$2,000.00",1,0,,,1,0
3167212,Apartament to Olimpic Games,16064460,Rômulo,,-23.0038,-43.35048,Entire home/apt,$800.00,1,3,2020-09-12,0.06,6,174
3167360,Sofa-bed! Shared/living in Leblon.,16064942,Jean-Pierre,"Rio, Rio de Janeiro, Brazil",-22.982229999999998,-43.21663,Shared room,$65.00,1,74,2017-06-14,0.93,1,357
3167396,Private and cozy room in Ipanema,16022634,Emanuele,"Rio de Janeiro, Brazil",-22.98356,-43.19342,Private room,$600.00,10,0,,,2,365
3167398,APT. AVAILABLE FOR THE WORLD CUP,16065398,Gabriela,,-23.00658,-43.34068,Entire home/apt,"$1,553.00",3,0,,,1,365
3167417,Copacabana Luxury 3 Suites,15635229,Carlos,,-22.96552,-43.17608,Entire home/apt,$776.00,180,10,2019-02-24,0.13,3,84
3167773,Amazing Studio Leblon,14964711,Gilson,"Rio de Janeiro, Leblon, Brazil",-22.98153,-43.22385,Entire home/apt,$402.00,5,17,2020-11-14,0.21,4,173
3167936,Aconchegante Copacabana,16068975,Taïs,"Rio de Janeiro , Rio de Janeiro, Brazil",-22.967270000000003,-43.1866,Entire home/apt,$343.00,2,16,2020-02-26,0.2,5,335
3168013,Hospedage casal c/carro e motorista,16069377,Gilvan,,-22.918429999999997,-43.3976,Private room,$500.00,1,0,,,1,365
3171186,Apto Leblon 3 quadras praia.,16083532,Roberto,"Rio, Rio de Janeiro, Brazil",-22.98154,-43.22472,Entire home/apt,$600.00,30,0,,,1,365
3174576,"Modern top floor 3 bedrooms, 150 m to the beach!",801572,Par,"Rio, Rio de Janeiro, Brazil",-22.97492,-43.18975,Entire home/apt,"$1,064.00",3,127,2020-11-02,1.62,1,232
3174811,,15898498,Ricardo,,-22.907420000000002,-43.19804,Entire home/apt,"$3,000.00",1,0,,,1,0
3175225,Hollyday in Copacabana - a um passo do leme.,16101429,Deirdre Moyra Adelaide,"Rio, Rio de Janeiro, Brazil",-22.96582,-43.17559,Entire home/apt,$290.00,3,45,2020-12-17,0.63,1,32
3175738,Gorgeous Horto apartment with Forest views,4988826,Patricia,"Rio de Janeiro, Brazil",-22.96571,-43.23077,Entire home/apt,$260.00,3,32,2019-07-21,0.45,1,272
3176214,Cozy Flat,8801218,Maria,,-22.96067,-43.22481,Entire home/apt,$150.00,1,47,2020-10-28,0.6,5,50
3176497,Apto perto da praia de Copa c/ janelas anti ruído,16106977,Thais,"Rio, Rio de Janeiro, Brazil",-22.964660000000002,-43.18008,Entire home/apt,$286.00,2,34,2020-03-10,0.47,5,331
3176729,"Lux apartment &pool, Copacobana RIO",16108129,Eduardo,"Rio, Rio de Janeiro, Brazil",-22.96764,-43.1839,Entire home/apt,"$2,329.00",3,0,,,1,0
3176928,,15740871,Adriana,,-22.91422,-43.247040000000005,Entire home/apt,$828.00,1,0,,,1,365
3177500,quarto para copa do mundo,16113302,Lunar,,-22.91703,-43.25202,Private room,$150.00,1,0,,,1,0
3180518,Casa da Santa Room Jardin Tropical,4168313,Matthieu,,-22.915229999999998,-43.191520000000004,Private room,$725.00,1,2,2020-01-04,0.09,6,365
3181127,Casa da Santa Room da Costa,4168313,Matthieu,"Rio, Rio de Janeiro, Brazil",-22.91621,-43.19092,Shared room,$221.00,2,0,,,6,365
3181345,Fantastic room at Casa da Santa,4168313,Matthieu,,-22.91483,-43.19191,Private room,$915.00,2,0,,,6,365
3182063,Ao lado do Country em Ipanema,16134297,Peter,"Rio, Rio de Janeiro, Brazil",-22.98625,-43.21131,Entire home/apt,"$1,000.00",29,0,,,1,0
3183573,Apartment for rental for 2014 Cup,16140822,Stefanie,,-22.816570000000002,-43.29871,Entire home/apt,$700.00,1,0,,,1,365
3183776,Lindo Studio,16141644,Patricia,,-22.98489,-43.1969,Entire home/apt,$220.00,1,16,2020-11-02,0.2,1,356
3185632,Great value apt. in Ipanema.,16149788,Rosali,"Rio, Rio de Janeiro, Brazil",-22.9863,-43.19506,Entire home/apt,"$1,000.00",2,17,2019-03-08,0.22,1,0
3185647,"#Copacabana, Posto4, 2 quadras do mar com vista.",6005451,Tereza,"Rio, Rio de Janeiro, Brazil",-22.97087,-43.18778,Entire home/apt,$286.00,10,44,2020-12-03,0.6,5,40
3185866,Apartamento aconchegante 2 Quartos Copacabana,16151568,José Carlos,"Copacabana, Rio de Janeiro, Brazil",-22.97268,-43.19027,Entire home/apt,$600.00,5,2,2020-02-26,0.17,1,363
3189391,BEAUTIFUL OCEAN FRONT APARTMENT RIO 5 BEDROOMS,11896913,Ana,"Rio de Janeiro, Brazil",-23.0092,-43.32369,Entire home/apt,"$3,000.00",5,6,2019-10-01,0.08,1,0
3190254,Tranquility in Barra Tijuca Beach,8802775,Anna,"Rio, Rio de Janeiro, Brazil",-23.00808,-43.32379,Private room,$170.00,4,9,2020-01-04,0.14,1,0
3190480,Botafogo Beach Studio Comfort,3413189,Chad,,-22.94481,-43.1831,Entire home/apt,$388.00,14,2,2014-07-16,0.03,55,363
3191166,Botafogo Beach One Bedroom Economy,3413189,Chad,,-22.94688,-43.18208,Entire home/apt,$264.00,14,1,2014-07-16,0.01,55,364
3191871,"Copa do Mundo 2014, Zona Norte RJ",16154482,Damião,,-22.90043,-43.24978,Entire home/apt,"$1,500.00",1,0,,,1,0
3192851,SUPER NICE BRAND NEW STUDIO IN COPA,16104112,Felipe,,-22.97981,-43.18988,Entire home/apt,$306.00,4,2,2015-02-17,0.03,6,326
3193307,Privileged view of the Rio,16136700,Esther,"Rio, Rio de Janeiro, Brazil",-22.9869,-43.246320000000004,Entire home/apt,$700.00,1,0,,,1,365
3193518,Visão perfeita da Baía da Guanabara,5125985,Francisca,"Rio de Janeiro, Brazil",-22.91801,-43.17797,Entire home/apt,$350.00,7,1,2020-02-27,0.1,1,365
3193809,Apartment in Lapa with family,16188382,Igor,,-22.91326,-43.18193,Private room,$120.00,1,75,2020-03-08,0.95,2,359
3194106,Bedroom - Great for Carnaval 20% Off,9873101,Marlene,,-22.95525,-43.18292,Private room,$250.00,1,5,2020-02-28,0.06,3,365
3197436,Amazing Apartment in Copacabana. Perfect Location,4240836,Patricia,,-22.971339999999998,-43.19506,Entire home/apt,$725.00,5,12,2020-02-28,0.15,1,358
3198303,"Quarto duplo suíte,  (25m)",12108066,Marlene,,-22.93042,-43.38865,Private room,"$3,500.00",1,0,,,1,365
3198652,Alugo quarto em apto confortável  em Botafogo,16111552,Claudia,,-22.953889999999998,-43.18228,Private room,$300.00,4,2,2016-08-23,0.03,1,365
3199731,Perfect place Jardim Botanico/Lagoa,16215597,Ana,,-22.96025,-43.20772,Private room,$725.00,1,0,,,1,365
3200349,1ª locação de suíte para 2 pessoas.,16218415,Elaine,,-22.91086,-43.23803,Private room,"$1,200.00",1,0,,,1,0
3200412,"Simples , e muito agradavel",16218637,Henrique,,-22.93656,-43.1921,Entire home/apt,$518.00,1,0,,,1,0
3201385,Luxuoso apto na praia da Barra,2554836,Andréa & Caio,"Rio, Rio de Janeiro, Brazil",-23.01098,-43.34349,Entire home/apt,"$1,277.00",3,15,2019-09-29,0.28,1,53
3203610,Room to Olimpic Games in Rio,16234387,André,"Rio de Janeiro, Brazil",-22.9005,-43.218379999999996,Private room,$250.00,1,2,2018-06-11,0.04,2,365
3205578,Lovely 3 bedrooms apartment in Ipanema,16242499,Victor,"Rio, Rio de Janeiro, Brazil",-22.98389,-43.21034,Entire home/apt,"$1,053.00",5,122,2020-10-13,1.76,3,348
3206766,PINETREE COPACABANA ROOM,15926148,William,"Rio de Janeiro, Brazil",-22.96555,-43.18186,Private room,$78.00,2,182,2020-12-14,3.72,1,167
3208319,Rent my Apartment in Rio 2015,16255186,Marcia,,-23.0112,-43.44048,Entire home/apt,$300.00,1,2,2016-09-12,0.03,1,0
3208752,Apt No Rio a 25 min do Maracanã !!,16171782,Luiz,"Rio, Rio de Janeiro, Brazil",-22.952379999999998,-43.344840000000005,Entire home/apt,$920.00,25,0,,,1,365
3208863,Apartamento Novo - Barra da Tijuca,12844936,Fabio Tadeu,"Rio de Janeiro, Brazil",-22.96773,-43.39618,Entire home/apt,$200.00,5,9,2020-02-26,0.17,1,238
3209156,Studio at copacabana,16259352,Caio,"Rio de Janeiro, Brazil",-22.968770000000003,-43.19004,Entire home/apt,$339.00,7,7,2020-02-25,0.09,1,365
3209271,RIO DE JANEIRO RJ FLAMENGO/GLORIA,11782291,Lucas,"Rio, Rio de Janeiro, Brazil",-22.92375,-43.17361,Entire home/apt,$264.00,2,3,2015-02-23,0.04,14,365
3209586,Charming bedroom! Perfect location!,16261951,Tatiana,,-22.975170000000002,-43.1911,Private room,$214.00,1,21,2020-02-25,0.27,2,365
3213543,Ipanema Super Localização,4668462,Romualda,,-22.98282,-43.21159,Entire home/apt,$410.00,5,12,2019-03-09,0.17,2,82
3213684,Room in Botafogo - Up to 4 people,15607388,Renato,"Rio de Janeiro, Brazil",-22.949270000000002,-43.19274,Private room,$80.00,2,17,2020-02-26,0.22,1,266
3213979,Lindo 3 quartos em Copacabana com vista mar total,12596481,Selma,"Copacabana, Rio de Janeiro, Brazil",-22.96675,-43.18071,Entire home/apt,"$1,179.00",5,0,,,9,89
3214098,"OLÍMPIADAS ,Copacabana Beach, Fantastic View",16218554,Sonia,,-22.96912,-43.180890000000005,Entire home/apt,"$3,500.00",10,0,,,1,365
3215368,Apartment in Copacabana - Rio de Janeiro,13273754,Edson,"Rio de Janeiro, Brazil",-22.96482,-43.17783,Entire home/apt,$840.00,5,1,2014-07-09,0.01,5,8
3215713,CASA AMPLA - RIO DE JANEIRO - FIFA,16286423,Obede,"Rio, Rio de Janeiro, Brazil",-22.90822,-43.39206,Entire home/apt,$800.00,5,0,,,1,0
3216287,"Furnished apartment ""standard Fifa""",16288720,Eduardo,,-22.92513,-43.24647,Entire home/apt,"$2,902.00",7,0,,,1,365
3218559,,16244135,Robson,,-22.90351,-43.21758,Private room,$673.00,1,0,,,1,365
3220009,LARGE ROOM IPANEMA,16304626,Joao Carlos De Lacerda,"Rio de Janeiro, Brazil",-22.98367,-43.199040000000004,Entire home/apt,$500.00,4,64,2020-12-04,0.83,2,241
3220673,"GORGEOUS 1B IN LEBLON , GREAT VIEWS",16104112,Felipe,,-22.98314,-43.21523,Entire home/apt,$260.00,4,4,2016-08-17,0.06,6,0
3220829,Copacabana+Transfer International Airport,16311145,Giovanni,"Rio de Janeiro, Brazil",-22.9671,-43.18512,Entire home/apt,$930.00,5,46,2020-01-29,0.58,2,336
3222066,"Lovely 2BD, 2BA apart. @ Copacabana",16315980,Patricia,"Rio, Rio de Janeiro, Brazil",-22.96455,-43.17953,Entire home/apt,$776.00,7,4,2017-03-04,0.06,1,0
3222765,Apartamento perto do Marcanã - Copa,16318579,Miguel,,-22.92946,-43.23688,Entire home/apt,"$1,200.00",1,0,,,1,0
3225290,Apartamento Praia de Copacabana - Rio de Janeiro,16327453,Rafael,"Rio, Rio de Janeiro, Brazil",-22.971429999999998,-43.18631,Entire home/apt,$281.00,1,10,2020-01-06,0.13,1,354
3225398,Room for Olimpic Games,16234387,André,"Rio de Janeiro, Brazil",-22.900389999999998,-43.217909999999996,Private room,$300.00,1,0,,,2,365
3226321,Ótima opção em Laranjeiras,16303181,Luciana,"Rio, Rio de Janeiro, Brazil",-22.93477,-43.18662,Entire home/apt,$529.00,4,2,2017-01-01,0.03,1,335
3228843,Condominio Alto Leblon,14647739,Antonio,"Rio, Rio de Janeiro, Brazil",-22.98462,-43.234629999999996,Entire home/apt,$286.00,6,41,2020-02-19,0.51,1,237
3229716,Private Studio  Lapa para 2 pax,2019936,Giorgio,,-22.911279999999998,-43.183840000000004,Entire home/apt,$115.00,3,280,2020-12-07,3.54,1,324
3230192,apto freguesia jacarepagua,16348291,Wan,"Rio, Rio de Janeiro, Brazil",-22.92924,-43.32802,Entire home/apt,$110.00,3,0,,,1,0
3230385,SEA VIEWS ' ' ' ' CHARMING STUDIO,16323335,Marcia,,-22.96398,-43.17088,Entire home/apt,$321.00,3,187,2020-12-17,2.37,1,115
3231194,"Wave Ipanema Apto novo, 2 suítes c/ ar garage Wifi",16353645,Luiza,"Rio de Janeiro, Brazil",-22.98505,-43.20989,Entire home/apt,$899.00,3,12,2020-11-08,0.17,1,158
3231575,Suite - beach and silence!,7708252,Stella Maris,"Rio de Janeiro, Brazil",-22.96855,-43.18524,Private room,$113.00,1,4,2016-08-22,0.05,3,0
3234193,"Lovely studio, partial sea view, 2 min to beach!",16367873,Naruna,"Rio, Rio de Janeiro, Brazil",-22.98754,-43.1933,Entire home/apt,$378.00,2,173,2020-03-07,2.18,1,328
3234814,Cool Place In Rio,16370446,Eduardo,,-22.962329999999998,-43.21843,Entire home/apt,"$1,294.00",1,0,,,1,365
3237025,COZY RESIDENTIAL FLAT PENTHOUSE / COPACABANA,16378976,Ricardo,"Rio de Janeiro, Brazil",-22.9651,-43.19064,Entire home/apt,$461.00,3,22,2020-01-23,0.37,3,165
